,y
7149,no
3929,no
28370,no
14137,no
42318,yes
19280,no
12657,no
30122,no
30602,no
9334,no
14549,no
28385,no
19485,no
28360,no
2933,no
21207,yes
38978,no
16754,no
8093,no
8740,no
44526,yes
9707,no
7719,no
10808,no
37292,no
29720,no
21035,no
28429,no
39475,yes
17592,no
18183,no
16704,no
32001,no
42127,yes
36639,no
15386,no
44701,no
45005,yes
40598,no
7192,no
34383,no
26299,no
14376,no
34594,no
30978,no
27601,no
20731,yes
16601,no
23791,no
40689,yes
41133,no
1864,no
4523,no
23911,no
28860,no
31217,no
27821,no
32454,no
26753,no
27953,no
11636,no
197,no
41045,no
31677,yes
40907,no
30799,no
19120,no
28197,yes
37365,yes
28154,no
6702,no
29195,no
6088,no
11866,no
29620,no
2376,no
31791,no
22182,no
5932,yes
27708,no
43313,yes
33795,yes
18340,no
22597,no
33038,no
13903,no
25231,no
8283,no
38814,yes
28563,no
26877,no
4206,no
16263,no
29536,no
33439,no
7560,no
29636,no
21840,no
20076,no
6220,no
38974,no
2811,no
40711,no
43528,yes
13583,no
8747,no
13323,no
26174,no
16336,no
24578,no
22920,no
7687,no
29913,no
7053,no
28646,no
16891,no
30250,no
24229,no
14705,no
5608,no
2281,no
38484,no
10216,no
33763,no
25766,no
2857,no
25435,no
7289,no
38861,no
34956,no
4330,no
13716,no
5224,no
23544,no
21729,no
26324,yes
32356,no
35354,no
36211,no
22686,no
1998,no
25644,no
32988,no
31787,no
29275,no
38576,no
34129,no
42435,no
14088,no
39692,no
14786,no
13557,no
12394,no
39882,no
34143,yes
43574,yes
44330,yes
744,no
34030,no
20970,no
32623,no
7056,no
7939,no
19184,no
452,no
25875,no
10150,no
15406,no
10778,no
7644,no
30775,no
15123,no
25941,no
15912,no
34180,no
7313,no
42795,no
12975,no
21913,no
39153,no
4765,yes
29378,no
43882,yes
5016,no
30437,no
29632,no
15272,no
38089,yes
21260,no
30142,no
36535,no
37556,no
12185,no
18040,no
7757,no
37770,no
21675,no
22397,no
26103,no
39147,no
17322,no
20844,no
6826,no
13663,no
15487,no
31981,no
36045,no
14968,no
2645,no
7605,no
38602,no
38416,no
40793,yes
7274,no
35466,no
21560,no
8858,no
38764,no
19122,no
40631,yes
23354,no
11944,no
2275,no
20157,no
2533,no
5321,no
25513,no
33472,no
29419,no
15796,no
18854,no
8038,no
42471,no
1876,no
18118,no
5445,no
32086,no
20826,no
43624,yes
30557,no
4574,no
27292,no
42584,no
11503,no
7253,no
30665,no
28514,no
37733,no
33599,no
40858,no
24015,no
21148,no
3708,yes
8882,no
4681,no
36849,no
40449,yes
6386,no
29132,no
21210,no
35790,no
42820,yes
30261,no
247,no
25425,no
35755,no
28682,no
10709,no
38891,no
4298,no
17147,no
34873,no
35900,no
31594,no
14003,yes
35210,no
5033,no
7635,yes
45170,no
2262,no
32111,yes
5313,no
13368,no
239,no
20459,no
39776,no
20672,no
45127,no
11983,no
39687,no
32500,no
41184,yes
2769,no
37913,no
16507,no
8828,no
23829,no
9599,no
33652,no
29588,no
9662,no
4642,no
14284,no
10397,no
18215,no
6776,no
36195,no
43401,no
23146,no
12956,no
24622,yes
11467,no
33356,no
39545,no
1431,no
6501,no
34282,no
1434,no
35688,yes
11029,no
39282,no
37509,no
6973,no
458,no
25094,no
16549,no
2808,no
32472,no
2730,no
6010,no
41316,no
5647,no
31751,no
19942,no
42526,yes
21937,no
6737,no
8307,no
29837,no
23974,no
27497,no
41294,yes
17442,no
27485,no
28751,yes
9660,no
1894,no
748,no
36261,yes
44938,no
30165,no
6285,no
42892,no
41146,yes
33157,no
15856,no
23069,yes
38296,no
2058,no
1992,no
30534,no
43463,yes
25485,no
44193,yes
6703,no
40830,no
7420,no
33320,no
31475,no
26625,no
3122,no
36046,no
18708,no
16493,no
28245,no
45087,no
22963,no
43742,yes
31326,yes
4256,no
36726,yes
17472,no
24733,no
24265,no
32302,no
13179,no
29194,yes
24509,yes
23722,no
40023,yes
39824,no
29835,no
22146,no
6468,no
1730,no
26988,no
19420,no
30911,no
26450,no
32587,no
4967,no
28764,no
39195,no
7191,yes
25792,no
8349,no
23415,no
44014,no
8040,no
40818,no
42906,no
38215,no
4842,no
35064,no
29986,no
36793,no
11715,yes
29362,no
3923,no
39132,no
18693,no
21568,no
24028,no
3663,no
3022,no
4199,no
17558,no
24071,yes
42480,no
3818,no
15866,no
8898,no
20231,no
43988,yes
34161,yes
18330,no
10388,no
13923,no
44474,yes
22245,no
33491,no
23445,no
35163,no
45062,no
26497,no
32121,no
34554,no
20087,no
27604,no
10970,yes
15125,no
7310,no
36693,no
33050,no
20304,no
26845,no
19097,no
26502,yes
39773,yes
14560,yes
19957,no
29259,no
22280,no
28505,no
39136,yes
32948,no
45086,yes
43361,yes
38511,no
40091,no
2753,no
6335,no
35623,no
2544,no
4686,no
44832,no
12023,no
31350,no
40092,no
38504,no
18230,no
17142,no
4894,no
38800,no
10580,no
42947,yes
21026,no
33016,no
26788,no
30806,yes
7785,no
2692,no
36923,no
25030,no
6681,no
18264,no
10469,no
38210,no
906,no
29666,no
19668,no
44822,no
28661,yes
24870,no
38848,no
4737,no
29508,no
13310,no
6600,no
35855,no
41025,no
32362,no
29578,no
27791,no
17511,no
43078,no
18812,no
30883,no
32062,no
32776,no
414,no
40340,no
35395,no
5450,no
26853,no
32337,no
3093,no
3240,no
11943,no
29336,no
11249,no
41794,no
7498,no
19227,no
15304,no
40427,no
14270,no
40839,no
21361,no
20881,no
19588,no
34617,no
28287,no
9129,no
41322,no
42347,yes
30794,no
36922,yes
27550,no
39275,no
29729,no
18129,no
30308,no
5485,no
24146,no
12321,no
42544,yes
39877,no
30878,no
39460,yes
11584,no
12786,no
25093,no
36475,no
18736,yes
23572,no
16124,no
23641,no
23268,no
30496,no
21142,no
3773,no
12437,no
1390,no
1570,no
40800,yes
39105,no
573,no
784,no
9644,no
15760,no
22410,no
29472,no
41267,no
37480,no
11330,no
11218,no
35585,no
31947,no
13489,no
2761,no
43216,yes
24646,no
34782,no
29886,no
25448,no
32223,no
40298,yes
33060,no
1589,no
10651,no
41939,yes
26191,no
37682,no
31291,no
23468,no
331,no
28886,no
41201,yes
13733,no
4603,no
41490,yes
43776,no
2552,no
33870,yes
31403,no
34653,no
10373,no
29681,no
2997,no
24,no
31501,no
38165,no
31505,no
9339,no
20086,no
40650,yes
34189,no
5525,no
21243,no
22519,no
15478,no
4091,no
20812,no
12199,no
43516,yes
24608,no
39116,no
2944,no
37302,no
43249,yes
13859,no
13929,no
40770,no
10544,no
35625,no
29648,no
41079,yes
16864,yes
18457,no
36412,no
42015,no
42835,yes
37984,no
29468,no
14082,no
11854,no
17131,yes
36742,no
23732,no
15476,no
5094,no
563,no
43439,no
9794,no
28441,no
34039,no
8171,no
21273,no
26685,no
32978,no
8880,no
34583,no
5712,no
14870,no
26018,yes
28318,no
6935,no
5802,no
14734,no
1272,no
43589,no
22004,no
33683,no
9536,no
13120,no
29874,no
44666,no
29461,no
34545,no
13827,no
19345,no
15338,no
11266,no
42245,yes
38522,yes
44152,yes
14694,no
40970,no
6022,no
40899,no
26077,no
44341,no
39864,no
1771,no
42961,yes
32450,no
32569,no
25571,no
33751,yes
43772,yes
8714,no
43102,yes
22408,no
32468,no
43976,no
38578,no
7769,no
44608,yes
1602,no
41172,yes
4874,no
2417,no
16057,no
41780,no
31476,yes
25995,no
22181,no
15433,no
33723,yes
28987,no
29310,yes
33826,no
9088,no
12152,no
28790,no
27955,no
20361,no
28495,no
41776,no
19845,no
25876,no
18347,no
10703,no
7598,no
15806,no
16208,no
13159,no
15574,no
24698,no
35523,no
28846,no
5403,no
31679,no
21919,no
22782,no
13122,no
23264,no
38450,no
16118,no
20463,no
2240,no
13262,no
8657,no
6664,no
2042,no
23014,no
35815,no
42014,yes
29408,no
29957,no
42189,yes
32744,no
23615,no
33991,no
6911,no
24476,no
11646,no
1341,no
34076,no
35489,no
6004,no
12766,no
44806,no
11056,no
35712,no
18858,no
24710,no
28533,no
792,no
23626,no
41060,no
35497,no
43191,yes
22395,no
44962,yes
28678,no
39383,yes
32202,yes
10578,no
7712,no
12,no
8491,no
35921,no
31209,no
3517,no
34453,no
25229,no
22596,no
25002,no
43218,yes
18744,no
38070,no
17219,yes
8111,no
9532,no
21495,no
30354,no
32941,no
31858,no
39260,no
20187,no
18474,no
27486,no
19281,no
21883,no
36580,no
5888,yes
19618,no
3076,no
17270,no
2946,no
39578,no
37215,no
23792,no
35136,no
5835,no
8525,no
3316,no
11347,no
43265,no
40871,no
23647,no
25437,no
44991,yes
40363,yes
39910,yes
22889,no
20464,no
36090,no
27332,no
7428,no
32674,no
35101,no
16021,no
23491,no
17251,no
35382,no
10147,yes
16804,no
1343,no
24040,yes
3533,no
44495,yes
41093,no
14381,no
38784,no
16545,yes
18765,no
37923,no
18741,no
39199,no
41898,no
43714,yes
35493,no
18543,no
19360,no
9467,no
32167,yes
43900,no
13862,no
37877,no
4440,no
3263,no
31258,no
12310,no
5546,yes
31926,no
6377,no
31362,no
8500,no
32507,no
31492,yes
33141,no
37082,no
33907,yes
8792,no
791,no
31676,no
29875,no
33868,yes
38111,no
39357,no
44656,no
2559,no
36121,no
14339,no
10412,no
8825,no
35505,no
44002,no
36382,no
32494,no
3476,no
20424,no
18565,no
6552,no
24295,no
15874,no
17836,no
29432,no
16765,no
6742,no
40016,no
10059,no
7414,no
8249,no
30626,no
15481,no
18645,no
40841,no
24361,no
1353,no
40589,no
29341,no
4849,no
12799,no
25436,no
2587,no
30546,no
31784,yes
14237,no
29909,no
17814,no
29199,no
18778,no
20403,no
8229,no
36903,no
13991,no
14916,no
1977,no
20909,no
383,no
7296,no
14624,no
33140,no
23088,no
21466,no
40884,yes
1988,no
20922,no
29399,no
25894,no
38328,no
16170,no
16130,no
17806,no
31211,no
20550,no
12314,no
12648,no
26332,no
8058,no
10663,no
16087,no
41473,yes
16064,no
8276,no
8688,no
43273,no
26366,yes
29591,no
44473,yes
20964,no
28534,no
15949,no
6168,no
36169,no
13200,no
39354,no
19846,no
29540,no
13638,yes
33960,yes
8796,no
39336,no
11823,no
5917,no
13067,yes
11113,no
9137,no
36336,no
26359,no
16239,no
13441,no
2256,no
6276,no
33802,yes
40724,yes
23562,no
25262,no
36894,no
35233,no
21392,no
11042,no
6438,no
4739,no
9579,no
15791,no
41530,no
6784,no
35056,no
3816,no
8888,no
18214,no
31868,yes
18802,no
15537,no
10054,no
445,no
32689,no
31318,no
19507,no
2829,no
27055,no
30062,no
35323,no
14454,no
13166,no
11638,no
11631,yes
4203,no
20155,no
14990,no
27594,no
26803,no
2929,yes
3319,no
9184,no
16464,no
37933,no
5841,no
15171,no
8271,no
11001,no
18614,no
18280,no
40678,no
9550,no
42862,yes
37312,no
10243,no
1806,yes
508,no
37708,no
5633,no
7385,no
10117,no
17585,no
31202,no
22629,no
33531,no
1805,no
39698,no
20756,no
41638,yes
6101,no
34637,no
23569,no
305,no
29375,no
1957,no
39071,no
20986,no
40588,yes
41628,no
26235,no
36311,no
6493,no
20608,no
39775,yes
15343,yes
13831,yes
8221,no
3335,no
18928,no
15175,yes
2334,no
29625,no
13645,no
4297,no
4718,no
21317,no
44901,no
41789,yes
5410,no
20693,no
11196,no
3398,no
8755,yes
18959,no
43912,yes
1855,no
34234,yes
8700,no
2249,no
41365,yes
6372,no
7075,no
15247,no
17614,no
36085,no
22503,no
3095,no
32551,no
20479,no
23654,no
39241,no
4770,no
29783,no
17960,no
21824,no
11901,no
14282,no
17440,no
31331,yes
1180,no
33939,no
2891,no
31323,no
4432,no
8334,no
40066,no
17422,no
7821,yes
22474,no
26301,no
27640,no
36083,no
31454,no
2651,no
11341,no
33257,no
43502,no
26631,no
32877,yes
30788,no
14613,no
15615,no
43468,yes
34757,no
43406,no
16422,no
5747,no
18777,no
14909,no
10617,no
20110,no
30914,no
29108,no
36111,no
29496,no
2906,no
29920,no
38200,no
1453,no
15656,no
20121,no
13227,no
28765,no
3642,no
19321,no
31367,yes
2252,no
34668,no
37892,no
29640,no
34809,no
32192,yes
42543,no
8759,no
34227,no
31297,no
17355,no
27700,no
28705,no
13427,no
37469,no
10584,no
15717,no
22300,no
36777,no
4682,yes
9382,no
36823,no
33774,no
25022,no
7002,no
28536,no
21899,no
13884,no
34365,no
2526,no
16614,no
6362,no
4777,no
36540,no
40632,yes
1069,no
18110,no
21458,no
26323,no
41295,yes
7937,no
43759,no
17179,no
44726,yes
29911,no
39322,no
155,no
14449,no
40840,yes
21332,no
27932,no
7472,no
38479,no
43626,yes
33554,no
36602,no
28224,no
28475,no
36318,no
11699,no
15765,no
11017,no
35521,no
23505,no
24908,no
30659,no
28108,no
29167,yes
32050,yes
18988,no
37291,no
23248,no
18085,no
3317,no
986,no
4892,no
7998,no
28348,no
18932,no
30198,no
45084,yes
27323,no
41877,no
13735,no
23195,no
27310,no
6135,no
43975,yes
8032,no
31718,no
2913,no
10959,yes
15828,no
37993,yes
22824,no
6508,no
13607,no
11698,no
37385,no
5176,no
41154,no
26417,no
42823,no
30836,no
13406,no
18929,no
6118,no
23854,no
33731,no
13931,no
21331,no
14078,no
19189,no
2239,no
33688,yes
4631,no
38420,no
42650,yes
15755,yes
36674,no
11039,no
38852,no
24999,no
36068,no
11491,no
5527,no
9439,no
28367,no
23809,no
25627,yes
21378,no
42195,yes
44503,yes
21842,no
26971,no
11019,no
22779,no
42036,yes
19936,no
15757,no
6645,no
1418,no
2641,no
40388,no
22107,no
41551,no
12456,no
6106,no
30049,no
30798,no
36143,no
12052,no
28928,no
8384,no
7230,no
21191,no
4129,no
5752,no
39788,yes
37516,no
34878,no
29728,no
25252,no
44349,yes
28609,no
20352,no
24049,no
15700,no
1767,yes
10190,no
27744,no
11557,no
17906,no
4468,no
43650,no
24192,no
19040,no
5755,no
30823,no
31544,no
34902,no
32809,no
30048,no
4703,no
18125,no
28995,no
19377,yes
28552,no
2303,no
33743,no
36120,no
26688,no
44856,yes
10349,no
36464,no
4900,no
20913,no
42048,yes
31426,no
21249,no
7425,no
7086,no
11771,no
5867,no
3586,no
43934,yes
42758,no
69,no
30189,no
8815,no
32643,no
29036,yes
36790,no
35105,no
34547,no
29991,no
23954,no
20864,no
40560,no
23778,no
25901,yes
8166,no
12917,no
179,no
31096,yes
22409,yes
32980,no
23470,no
36718,no
27801,no
37099,yes
11425,no
25888,no
1904,no
18098,no
7009,no
18652,no
24530,no
31310,yes
40611,yes
14410,no
9376,no
20968,yes
43595,no
14054,no
37865,no
27415,no
5779,no
24714,no
8244,no
13429,no
32220,no
41864,no
21685,no
24266,no
20743,no
21683,no
4460,no
32414,no
37148,no
868,no
17951,no
30505,no
20540,no
34712,no
37882,no
24868,no
17447,no
24198,no
42586,no
43840,yes
8837,no
19364,no
20805,yes
21465,no
33379,no
30643,no
42539,no
9737,no
3188,no
23135,no
14403,no
10581,no
44400,no
3313,no
34745,no
41675,yes
13719,no
35616,no
13568,no
20346,no
41809,yes
16961,no
11764,no
26014,no
32844,no
2671,no
31772,no
21212,yes
3153,no
9021,no
2463,no
43257,yes
24077,yes
25623,no
37426,no
41547,yes
44192,yes
35913,no
17044,no
21432,no
20391,no
10391,no
33791,no
12743,no
39724,yes
26880,no
7936,no
25816,no
22139,no
19374,no
22437,no
4517,no
42682,no
403,no
11456,no
11184,no
22238,no
41281,no
43564,yes
32802,yes
30554,no
19131,no
34564,no
151,no
34705,no
14018,no
19651,yes
22536,no
24018,no
20944,no
21374,no
25957,no
25540,no
16526,no
32317,no
39306,no
23179,no
27356,no
37684,no
19025,no
798,no
42990,no
23590,no
37125,no
29989,no
13937,no
7616,no
36225,no
32650,no
8909,no
37685,no
10068,no
41735,no
2198,no
33787,no
43101,no
25506,no
9317,no
36895,no
27942,no
3473,no
39076,no
39933,no
37866,no
41112,no
32513,no
5368,no
12133,no
25122,no
33415,no
8649,no
35928,no
15248,no
33603,no
32709,no
41830,no
45136,no
41740,yes
15138,no
37889,no
45161,no
2536,no
6223,no
23539,no
17289,no
916,no
3129,no
8851,no
42620,yes
36821,no
22927,no
23504,no
34473,no
11169,no
26612,no
19035,no
31745,no
40225,no
38829,no
37602,no
30907,yes
3365,no
11652,no
26465,no
9748,no
22505,no
28022,no
37013,no
10260,no
14538,no
44834,no
8394,no
9656,no
20535,no
5675,no
23867,no
26586,no
35363,no
406,no
25619,no
44459,no
14619,yes
23246,no
163,no
31189,no
20705,no
44524,yes
25961,no
44912,yes
20514,no
36738,no
611,no
10304,no
12675,no
34948,no
30537,no
39439,yes
5996,no
1719,no
12708,no
1,no
23499,no
1590,no
38088,no
36665,no
26083,no
23488,no
5389,no
3561,no
31087,no
17788,no
10157,yes
11743,no
2845,yes
20975,no
3002,no
18592,no
28739,no
3771,no
35322,no
13737,no
2373,no
39855,no
10327,no
20433,no
10136,no
7497,no
25297,no
25865,no
17296,no
34173,no
9615,no
27815,no
9056,no
3471,no
39694,yes
14415,no
22717,no
6416,no
32287,no
33889,no
26313,no
14876,no
5564,no
36583,yes
3705,no
5829,no
33373,no
22062,no
1438,no
19075,no
38459,no
38276,no
3503,no
11010,no
43722,yes
14928,yes
13802,no
9242,yes
36159,no
6599,no
2228,no
28789,no
29512,no
12865,no
36305,no
20502,no
34740,yes
27199,no
7,no
11611,no
23269,no
42162,no
44829,yes
3175,no
26200,no
1019,no
21497,no
2296,no
42458,yes
11340,no
44782,no
44940,yes
19291,yes
42447,yes
32059,yes
15132,no
33056,no
17236,no
28529,no
19656,no
38056,no
20642,no
34530,no
8478,no
12511,no
21508,no
30711,no
13424,no
26110,yes
33366,no
43633,yes
43587,yes
11397,no
34800,no
8526,no
42386,yes
35415,no
30090,no
36174,no
630,no
7887,no
12609,no
22874,no
19518,no
10602,no
38217,no
22997,no
15641,no
17026,no
44792,yes
20627,yes
5212,no
7147,no
22942,no
22322,no
26161,no
36529,no
11662,no
43116,no
8637,no
15139,no
2034,no
42657,yes
26116,no
27195,no
38936,no
34276,no
25286,no
35309,yes
5042,no
24153,no
2384,no
44251,no
10008,no
26671,no
15523,no
31542,no
20198,no
25829,no
27679,no
17037,no
22842,no
11045,no
4475,no
4155,no
21531,no
16062,no
40163,yes
20294,no
10291,no
9891,no
31136,yes
17791,no
23366,no
38214,no
4232,no
30177,no
23479,no
31770,no
7483,no
38119,no
29415,no
18487,no
13556,no
22533,yes
39414,no
45208,yes
27324,no
26857,no
34064,yes
26466,no
22649,no
19437,no
28740,no
22398,no
18890,no
17533,no
24275,yes
25145,no
43119,no
18679,no
20908,no
18225,no
40081,yes
8640,no
14756,no
36189,no
40544,no
18260,no
8952,no
24602,no
39234,no
12359,yes
34081,yes
29135,no
21850,no
19428,no
19990,no
35438,no
39277,no
21520,no
38494,yes
3046,no
36608,no
39299,no
31685,no
27653,no
28038,no
24511,no
36278,no
34010,no
7552,no
13534,no
23822,no
19721,no
22472,no
4190,no
31598,no
30916,no
44864,no
30939,no
40435,no
14136,no
4846,no
36508,no
20524,no
7126,no
14600,no
44471,no
23537,no
28137,no
24351,no
38788,no
4915,no
6383,no
28431,no
9077,no
9232,no
26341,no
26409,no
1369,no
31824,no
4649,no
31852,yes
41514,yes
28840,no
25578,no
29672,no
13361,no
20772,no
44398,yes
22725,no
24565,yes
35929,no
34675,no
20834,no
8309,no
2542,no
44092,yes
44908,no
17507,no
21715,no
44125,no
39783,no
39378,no
17838,no
19317,no
7440,no
16356,yes
20632,no
6519,no
38532,no
3634,no
35362,no
15775,no
4865,no
29155,no
41177,no
8472,no
19935,no
3918,no
22031,no
17362,yes
1725,no
8155,no
25461,no
40524,yes
41132,no
22831,no
9755,no
14845,no
25121,no
2342,no
42922,no
432,no
41306,yes
34957,no
40877,no
30833,no
15201,no
43160,yes
17107,no
43539,no
20142,no
34187,no
25563,yes
9460,no
7820,no
33982,yes
2010,no
15407,no
8435,no
22476,no
42552,no
41982,yes
8576,no
37571,no
37759,no
22137,no
8569,no
9466,no
40279,yes
20935,yes
37455,no
20848,no
41447,no
43930,no
19505,no
7716,no
17110,yes
11710,no
18620,no
13389,no
7978,no
35145,no
26754,no
10428,no
10736,no
40491,no
28540,no
26173,no
24112,yes
24955,no
32677,no
15931,no
38601,no
35031,no
19198,no
15021,no
15533,no
29908,no
11469,no
41977,no
21600,no
12900,no
40479,yes
44784,yes
28537,no
10493,no
18078,no
14568,no
24576,no
38489,no
7833,no
4633,no
31581,no
10142,no
6683,yes
42994,yes
20302,no
12443,no
7856,no
25931,no
29294,no
3578,no
19718,no
29814,no
4829,no
21874,no
35383,no
11936,no
36200,no
23320,no
30531,no
6457,no
12308,no
24721,no
33620,no
18149,no
15553,no
33831,no
33878,no
30864,no
8404,no
9008,no
37176,no
40102,yes
27592,no
23126,no
40960,no
25850,no
41603,yes
4764,no
15373,yes
19535,no
36825,no
32708,no
44405,no
39377,no
25097,no
32738,no
25493,no
37346,no
9331,no
28271,no
19539,no
1534,no
13971,no
1455,no
31875,yes
37124,no
44058,no
18074,no
26828,no
7743,no
28882,no
24502,no
41338,yes
13905,no
6869,no
37586,no
23121,no
17768,no
30365,no
21696,no
36424,no
34339,yes
2836,no
872,no
34752,no
23142,no
10167,no
15750,no
39690,yes
17952,no
4623,no
11306,no
31564,no
24160,yes
2758,no
27229,no
40042,no
37871,no
7051,no
17015,no
19239,no
20341,no
2185,no
36650,no
26707,no
26588,no
22508,no
2719,no
22461,no
37842,no
40494,no
41090,no
8068,no
9955,no
14277,no
4747,no
34879,no
36231,no
34426,no
7682,no
31906,no
41292,no
15280,no
30061,no
34137,no
4881,no
1651,no
23958,no
36597,no
16691,no
10196,no
26745,no
26002,no
17978,no
33342,no
17897,yes
32031,no
6593,no
31603,no
41677,no
33919,yes
8108,no
23797,no
1494,no
14114,no
22113,no
17635,no
32158,no
17667,no
10477,no
22683,no
15209,no
14019,no
26642,no
30839,no
25648,no
36830,no
36005,yes
40056,yes
3901,no
18104,no
4670,no
19346,no
27082,no
37027,no
39632,no
34992,no
42686,no
12674,no
9765,no
43461,no
1007,no
2294,no
22259,no
36112,no
6279,no
7828,no
20539,no
43017,yes
21632,no
37748,no
3742,no
43530,yes
20384,no
1107,no
6511,no
19182,no
23385,no
3528,no
9105,no
41983,no
29041,no
32595,no
26693,no
2622,no
26470,no
9260,no
15643,no
27370,no
39823,yes
32161,yes
21445,no
20583,yes
42763,yes
12806,no
15062,no
14984,no
24366,no
13319,no
33585,no
23913,no
22337,no
43490,yes
30311,no
35492,no
31039,no
19228,no
14625,no
28499,no
37548,no
21084,no
27931,no
21085,no
9584,no
39636,no
24790,no
31036,no
34186,yes
43278,no
13701,yes
5992,no
12700,no
35083,no
3841,no
12412,no
18083,no
36754,no
41860,yes
39017,yes
38084,no
28025,no
23501,no
7555,yes
37750,no
1903,no
34142,yes
33107,no
23583,no
2015,no
31374,yes
26132,no
22054,no
3137,no
23013,no
4503,no
4969,no
26468,no
5430,no
9998,no
36627,no
32921,no
26469,no
14175,no
219,no
3333,no
22570,no
42003,no
12157,no
14033,yes
3014,no
37331,no
40720,no
37209,no
3832,no
5860,no
26009,no
2679,no
38697,yes
32905,no
18813,no
17112,no
22691,no
44290,no
44120,yes
17758,no
27,no
4278,no
10563,no
6424,no
40357,no
20471,no
35173,no
36286,no
9893,no
40659,no
18200,no
44254,yes
23465,no
14121,no
5900,no
21125,yes
888,no
43453,no
517,no
25029,no
1063,no
30638,no
9958,yes
14393,no
35891,no
6626,yes
38381,no
32367,no
3131,no
11204,no
38833,no
36671,no
21369,no
27763,yes
